Ticket_ID,Text,Category,Priority
TKT-1408,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1409,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1410,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1411,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1412,"Hello, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1413,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1414,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,Medium
TKT-1415,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1416,Please help - API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1417,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1418,There is an unauthorized charge of $395 on my account.,Billing,High
TKT-1419,Can you send me the receipt for order #4228?,Billing,Medium
TKT-1420,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1421,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1422,"Hi, How do I change my email address?",Account,Low
TKT-1423,There is an unauthorized charge of $365 on my account.,Billing,High
TKT-1424,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1425,Please help - API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1426,Please help - The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1427,Please help - Is there a free trial available?,General Query,Low
TKT-1428,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1429,There is an unauthorized charge of $409 on my account.,Billing,High
TKT-1430,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1431,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1432,URGENT: I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1433,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1434,"Hello, There is an unauthorized charge of $387 on my account.",Billing,High
TKT-1435,I forgot my password and the reset link is not working.,Account,Medium
TKT-1436,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1437,Where is your company located?,General Query,Low
TKT-1438,Where is your company located?,General Query,Low
TKT-1439,I need to add another user to my enterprise plan.,Account,Low
TKT-1440,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1441,"Just wondering, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1442,Can you send me the receipt for order #2526?,Billing,Medium
TKT-1443,"Hello, I need to add another user to my enterprise plan.",Account,Low
TKT-1444,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1445,"Hello, I forgot my password and the reset link is not working.",Account,Medium
TKT-1446,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1447,URGENT: My account has been locked. Please unlock it.,Account,Medium
TKT-1448,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1449,"Just wondering, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1450,I was overcharged on my last invoice by $358. Please refund.,Billing,Medium
TKT-1451,"Hi, Is there a free trial available?",General Query,Medium
TKT-1452,Why is my credit card failing to process?,Billing,Medium
TKT-1453,"Hello, I forgot my password and the reset link is not working.",Account,Medium
TKT-1454,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1455,Please help - The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1456,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1457,I was overcharged on my last invoice by $317. Please refund.,Billing,High
TKT-1458,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1459,"Just wondering, I need to add another user to my enterprise plan.",Account,Low
TKT-1460,"Just wondering, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1461,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1462,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1463,What are your business hours?,General Query,Low
TKT-1464,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1465,"Hello, I was overcharged on my last invoice by $52. Please refund.",Billing,High
TKT-1466,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1467,"Just wondering, I forgot my password and the reset link is not working.",Account,Medium
TKT-1468,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1469,There is an unauthorized charge of $497 on my account.,Billing,High
TKT-1470,"Hi, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1471,Your website is loading very slowly today.,Technical Issue,Low
TKT-1472,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1473,I was overcharged on my last invoice by $90. Please refund.,Billing,High
TKT-1474,Please help - I was overcharged on my last invoice by $389. Please refund.,Billing,High
TKT-1475,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1476,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1477,I was overcharged on my last invoice by $49. Please refund.,Billing,High
TKT-1478,Please help - I was overcharged on my last invoice by $421. Please refund.,Billing,High
TKT-1479,"Hello, My account has been locked. Please unlock it.",Account,Medium
TKT-1480,Please help - There is an unauthorized charge of $411 on my account.,Billing,High
TKT-1481,"Hi, I love your product, just wanted to say thanks!",General Query,Low
TKT-1482,"I love your product, just wanted to say thanks!",General Query,Low
TKT-1483,URGENT: I forgot my password and the reset link is not working.,Account,Medium
TKT-1484,"Hello, Can you send me the receipt for order #4902?",Billing,Medium
TKT-1485,How do I change my email address?,Account,Low
TKT-1486,I forgot my password and the reset link is not working.,Account,Medium
TKT-1487,"Hello, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1488,Can you send me the receipt for order #6161?,Billing,Medium
TKT-1489,"Just wondering, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1490,"Just wondering, Can you send me the receipt for order #3693?",Billing,Medium
TKT-1491,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1492,"Hello, There is an unauthorized charge of $423 on my account.",Billing,Medium
TKT-1493,"Hello, Do you offer a discount for non-profits?",General Query,Low
TKT-1494,Please help - There is an unauthorized charge of $217 on my account.,Billing,High
TKT-1495,Please help - I was overcharged on my last invoice by $416. Please refund.,Billing,High
TKT-1496,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1497,URGENT: Can you send me the receipt for order #4239?,Billing,Medium
TKT-1498,I was overcharged on my last invoice by $492. Please refund.,Billing,High
TKT-1499,URGENT: I forgot my password and the reset link is not working.,Account,Medium
TKT-1500,"Just wondering, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1501,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1502,Why is my credit card failing to process?,Billing,Medium
TKT-1503,I forgot my password and the reset link is not working.,Account,Medium
TKT-1504,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1505,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1506,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1507,Where is your company located?,General Query,Low
TKT-1508,"I love your product, just wanted to say thanks!",General Query,Low
TKT-1509,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1510,"I love your product, just wanted to say thanks!",General Query,Low
TKT-1511,"Hi, There is an unauthorized charge of $424 on my account.",Billing,High
TKT-1512,"Just wondering, I was overcharged on my last invoice by $318. Please refund.",Billing,High
TKT-1513,Why is my credit card failing to process?,Billing,Medium
TKT-1514,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1515,I forgot my password and the reset link is not working.,Account,Medium
TKT-1516,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1517,My account has been locked. Please unlock it.,Account,High
TKT-1518,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1519,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1520,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1521,Is there a free trial available?,General Query,Low
TKT-1522,I was overcharged on my last invoice by $173. Please refund.,Billing,High
TKT-1523,"Hi, I forgot my password and the reset link is not working.",Account,Medium
TKT-1524,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,Medium
TKT-1525,Please help - Is there a free trial available?,General Query,Low
TKT-1526,Why is my credit card failing to process?,Billing,Medium
TKT-1527,"Hello, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1528,Can you delete my account permanently?,Account,Low
TKT-1529,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1530,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1531,"Hi, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1532,URGENT: Why is my credit card failing to process?,Billing,High
TKT-1533,URGENT: How do I change my email address?,Account,High
TKT-1534,URGENT: What are your business hours?,General Query,Low
TKT-1535,"Hello, Why is my credit card failing to process?",Billing,Medium
TKT-1536,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1537,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1538,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1539,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1540,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1541,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1542,Where is your company located?,General Query,High
TKT-1543,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1544,Is there a free trial available?,General Query,Low
TKT-1545,I forgot my password and the reset link is not working.,Account,Medium
TKT-1546,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1547,URGENT: The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1548,I need to add another user to my enterprise plan.,Account,Low
TKT-1549,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1550,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1551,Please help - I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1552,How do I change my email address?,Account,Low
TKT-1553,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1554,Can you send me the receipt for order #4463?,Billing,Medium
TKT-1555,"Just wondering, Can you delete my account permanently?",Account,Low
TKT-1556,Your website is loading very slowly today.,Technical Issue,High
TKT-1557,I was overcharged on my last invoice by $39. Please refund.,Billing,High
TKT-1558,I need to add another user to my enterprise plan.,Account,Low
TKT-1559,Please help - I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1560,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1561,Why is my credit card failing to process?,Billing,Medium
TKT-1562,"Hi, Why is my credit card failing to process?",Billing,Medium
TKT-1563,I need to add another user to my enterprise plan.,Account,Low
TKT-1564,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1565,I need to add another user to my enterprise plan.,Account,Low
TKT-1566,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1567,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1568,URGENT: My account has been locked. Please unlock it.,Account,High
TKT-1569,What are your business hours?,General Query,Low
TKT-1570,"Hi, How do I change my email address?",Account,Low
TKT-1571,My account has been locked. Please unlock it.,Account,High
TKT-1572,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1573,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1574,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1575,Why is my credit card failing to process?,Billing,Medium
TKT-1576,"Hello, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1577,My account has been locked. Please unlock it.,Account,High
TKT-1578,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1579,Where is your company located?,General Query,Low
TKT-1580,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1581,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1582,Please help - How do I change my email address?,Account,Low
TKT-1583,"Hi, There is an unauthorized charge of $399 on my account.",Billing,High
TKT-1584,"Hi, Can you send me the receipt for order #8035?",Billing,Medium
TKT-1585,I was overcharged on my last invoice by $112. Please refund.,Billing,High
TKT-1586,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1587,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1588,"Hello, There is an unauthorized charge of $158 on my account.",Billing,High
TKT-1589,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1590,Why is my credit card failing to process?,Billing,Medium
TKT-1591,"Just wondering, Can you send me the receipt for order #1612?",Billing,Medium
TKT-1592,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1593,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1594,"Just wondering, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1595,"Just wondering, Can you send me the receipt for order #3247?",Billing,Medium
TKT-1596,URGENT: Can you send me the receipt for order #2741?,Billing,Medium
TKT-1597,Please help - I need to add another user to my enterprise plan.,Account,Low
TKT-1598,"Hi, What are your business hours?",General Query,Low
TKT-1599,Where is your company located?,General Query,Low
TKT-1600,URGENT: I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1601,Why is my credit card failing to process?,Billing,Medium
TKT-1602,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1603,"Just wondering, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1604,Please help - I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1605,Please help - API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1606,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1607,Do you offer a discount for non-profits?,General Query,Low
TKT-1608,How do I change my email address?,Account,Low
TKT-1609,Please help - API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1610,The application keeps crashing on my Android phone.,Technical Issue,Low
TKT-1611,My account has been locked. Please unlock it.,Account,High
TKT-1612,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1613,Please help - The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1614,URGENT: I forgot my password and the reset link is not working.,Account,Medium
TKT-1615,"Hello, Where is your company located?",General Query,Low
TKT-1616,"Hi, I was overcharged on my last invoice by $237. Please refund.",Billing,High
TKT-1617,"Just wondering, Do you offer a discount for non-profits?",General Query,Low
TKT-1618,There is an unauthorized charge of $56 on my account.,Billing,High
TKT-1619,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1620,"Hello, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1621,There is an unauthorized charge of $191 on my account.,Billing,High
TKT-1622,Why is my credit card failing to process?,Billing,Medium
TKT-1623,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1624,"Just wondering, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1625,Can you send me the receipt for order #8381?,Billing,Medium
TKT-1626,There is an unauthorized charge of $265 on my account.,Billing,High
TKT-1627,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1628,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1629,I need to add another user to my enterprise plan.,Account,Low
TKT-1630,"Hello, My account has been locked. Please unlock it.",Account,High
TKT-1631,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1632,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1633,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1634,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1635,"Hi, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1636,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,High
TKT-1637,Where is your company located?,General Query,Low
TKT-1638,"Just wondering, I was overcharged on my last invoice by $395. Please refund.",Billing,High
TKT-1639,Can you delete my account permanently?,Account,Low
TKT-1640,URGENT: I forgot my password and the reset link is not working.,Account,Medium
TKT-1641,What are your business hours?,General Query,Low
TKT-1642,My account has been locked. Please unlock it.,Account,High
TKT-1643,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1644,"Just wondering, I was overcharged on my last invoice by $98. Please refund.",Billing,High
TKT-1645,I was overcharged on my last invoice by $92. Please refund.,Billing,High
TKT-1646,There is an unauthorized charge of $88 on my account.,Billing,Low
TKT-1647,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1648,"I love your product, just wanted to say thanks!",General Query,Low
TKT-1649,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1650,Can you send me the receipt for order #9691?,Billing,Medium
TKT-1651,What are your business hours?,General Query,Low
TKT-1652,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1653,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1654,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1655,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1656,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1657,How do I change my email address?,Account,Low
TKT-1658,Please help - Do you offer a discount for non-profits?,General Query,Low
TKT-1659,I forgot my password and the reset link is not working.,Account,Medium
TKT-1660,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1661,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1662,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1663,"Hi, There is an unauthorized charge of $361 on my account.",Billing,Medium
TKT-1664,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1665,My account has been locked. Please unlock it.,Account,High
TKT-1666,I forgot my password and the reset link is not working.,Account,Medium
TKT-1667,"Hello, There is an unauthorized charge of $12 on my account.",Billing,High
TKT-1668,How do I change my email address?,Account,Low
TKT-1669,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1670,There is an unauthorized charge of $419 on my account.,Billing,High
TKT-1671,I was overcharged on my last invoice by $44. Please refund.,Billing,High
TKT-1672,Where is your company located?,General Query,Low
TKT-1673,Is there a free trial available?,General Query,Low
TKT-1674,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1675,URGENT: I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1676,"Hi, My account has been locked. Please unlock it.",Account,High
TKT-1677,"Just wondering, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1678,I was overcharged on my last invoice by $385. Please refund.,Billing,High
TKT-1679,URGENT: Your website is loading very slowly today.,Technical Issue,Medium
TKT-1680,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1681,URGENT: I need to add another user to my enterprise plan.,Account,Low
TKT-1682,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1683,There is an unauthorized charge of $91 on my account.,Billing,High
TKT-1684,URGENT: What are your business hours?,General Query,Medium
TKT-1685,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-1686,"Just wondering, Do you offer a discount for non-profits?",General Query,Low
TKT-1687,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-1688,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1689,"Just wondering, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1690,URGENT: Can you send me the receipt for order #3276?,Billing,Medium
TKT-1691,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1692,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1693,"Just wondering, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1694,"Hello, I was overcharged on my last invoice by $332. Please refund.",Billing,High
TKT-1695,Can you send me the receipt for order #9464?,Billing,Medium
TKT-1696,I was overcharged on my last invoice by $378. Please refund.,Billing,High
TKT-1697,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1698,URGENT: Can you delete my account permanently?,Account,Low
TKT-1699,"Hi, Where is your company located?",General Query,Low
TKT-1700,Can you send me the receipt for order #9263?,Billing,Medium
TKT-1701,Please help - There is an unauthorized charge of $471 on my account.,Billing,High
TKT-1702,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1703,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1704,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1705,"Hello, Is there a free trial available?",General Query,Low
TKT-1706,"Hello, I love your product, just wanted to say thanks!",General Query,Low
TKT-1707,There is an unauthorized charge of $390 on my account.,Billing,High
TKT-1708,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1709,Can you send me the receipt for order #9783?,Billing,Medium
TKT-1710,Is there a free trial available?,General Query,Low
TKT-1711,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1712,"Hello, I forgot my password and the reset link is not working.",Account,Medium
TKT-1713,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1714,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1715,"Just wondering, I forgot my password and the reset link is not working.",Account,High
TKT-1716,"Just wondering, There is an unauthorized charge of $206 on my account.",Billing,High
TKT-1717,"Just wondering, Can you send me the receipt for order #3871?",Billing,Medium
TKT-1718,There is an unauthorized charge of $27 on my account.,Billing,High
TKT-1719,URGENT: The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1720,I need to add another user to my enterprise plan.,Account,Low
TKT-1721,Can you delete my account permanently?,Account,Low
TKT-1722,What are your business hours?,General Query,Low
TKT-1723,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1724,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1725,"Please help - I love your product, just wanted to say thanks!",General Query,Low
TKT-1726,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1727,"Hello, I need to add another user to my enterprise plan.",Account,Low
TKT-1728,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1729,URGENT: Why is my credit card failing to process?,Billing,Medium
TKT-1730,"Just wondering, Can you send me the receipt for order #3924?",Billing,Medium
TKT-1731,"Hello, Can you send me the receipt for order #4115?",Billing,Medium
TKT-1732,How do I change my email address?,Account,Low
TKT-1733,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1734,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1735,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1736,"Just wondering, I was overcharged on my last invoice by $123. Please refund.",Billing,High
TKT-1737,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-1738,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1739,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1740,URGENT: Where is your company located?,General Query,Low
TKT-1741,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1742,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1743,Please help - How do I change my email address?,Account,Low
TKT-1744,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1745,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,High
TKT-1746,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1747,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1748,URGENT: Why is my credit card failing to process?,Billing,Medium
TKT-1749,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1750,I need to add another user to my enterprise plan.,Account,Low
TKT-1751,URGENT: How do I change my email address?,Account,Low
TKT-1752,My account has been locked. Please unlock it.,Account,High
TKT-1753,"Hi, Is there a free trial available?",General Query,Low
TKT-1754,"Hi, I was overcharged on my last invoice by $130. Please refund.",Billing,High
TKT-1755,There is an unauthorized charge of $459 on my account.,Billing,Medium
TKT-1756,"I love your product, just wanted to say thanks!",General Query,Low
TKT-1757,"Hello, How do I change my email address?",Account,Low
TKT-1758,I was overcharged on my last invoice by $439. Please refund.,Billing,Medium
TKT-1759,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1760,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-1761,"Hello, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1762,"Hi, My account has been locked. Please unlock it.",Account,High
TKT-1763,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1764,The application keeps crashing on my Android phone.,Technical Issue,Medium
TKT-1765,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1766,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1767,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1768,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1769,"Just wondering, Can you send me the receipt for order #2808?",Billing,Medium
TKT-1770,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Low
TKT-1771,Please help - I was overcharged on my last invoice by $74. Please refund.,Billing,High
TKT-1772,"Hi, Can you send me the receipt for order #6104?",Billing,Medium
TKT-1773,"Just wondering, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1774,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1775,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1776,Can you send me the receipt for order #4415?,Billing,Medium
TKT-1777,"URGENT: I love your product, just wanted to say thanks!",General Query,Low
TKT-1778,Please help - Why is my credit card failing to process?,Billing,Medium
TKT-1779,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1780,There is an unauthorized charge of $31 on my account.,Billing,High
TKT-1781,There is an unauthorized charge of $265 on my account.,Billing,High
TKT-1782,My account has been locked. Please unlock it.,Account,High
TKT-1783,How do I change my email address?,Account,Low
TKT-1784,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1785,Can you send me the receipt for order #8951?,Billing,Medium
TKT-1786,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1787,URGENT: I was overcharged on my last invoice by $435. Please refund.,Billing,High
TKT-1788,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1789,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1790,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1791,"Just wondering, Can you send me the receipt for order #6285?",Billing,Medium
TKT-1792,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1793,Can you send me the receipt for order #7366?,Billing,Medium
TKT-1794,"Hello, There is an unauthorized charge of $197 on my account.",Billing,High
TKT-1795,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1796,"Just wondering, My account has been locked. Please unlock it.",Account,High
TKT-1797,I want to cancel my subscription and get a refund.,Billing,High
TKT-1798,"Hello, There is an unauthorized charge of $381 on my account.",Billing,High
TKT-1799,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1800,"Hi, I need to add another user to my enterprise plan.",Account,Low
TKT-1801,"Just wondering, There is an unauthorized charge of $102 on my account.",Billing,High
TKT-1802,URGENT: Your website is loading very slowly today.,Technical Issue,Medium
TKT-1803,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1804,Please help - I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1805,There is an unauthorized charge of $27 on my account.,Billing,High
TKT-1806,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1807,URGENT: Do you offer a discount for non-profits?,General Query,Medium
TKT-1808,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1809,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
